Customer_Name,Region,Product,Sales,Quantity,Order_Date,Total_Sales
Unknown,Unknown,Monitor,300.0,2.0,2023-05-31,600.0
Sneha,South,Tablet,200.0,3.0,2023-09-08,600.0
Amit,South,Laptop,100.0,3.0,2023-12-14,300.0
Sneha,East,Unknown,300.0,2.0,2023-04-19,600.0
Priya,East,Laptop,300.0,2.0,2023-12-14,600.0
Sneha,Unknown,Monitor,200.0,2.0,2023-08-20,400.0
Amit,Unknown,Monitor,300.0,2.0,2023-04-18,600.0
Amit,West,Phone,200.0,2.0,2023-04-14,400.0
Unknown,Unknown,Unknown,300.0,3.0,2023-04-10,900.0
Amit,Unknown,Tablet,300.0,2.0,2023-09-02,600.0
Unknown,East,Unknown,100.0,4.0,2023-09-04,400.0
Sneha,Unknown,Phone,300.0,2.0,2023-11-05,600.0
Unknown,Unknown,Laptop,400.0,3.0,2023-10-27,1200.0
Priya,East,Monitor,300.0,4.0,2023-12-04,1200.0
Sneha,South,Laptop,300.0,2.0,2023-03-06,600.0
Amit,Unknown,Laptop,400.0,1.0,2023-10-10,400.0
Karan,North,Phone,300.0,1.0,2023-05-16,300.0
Amit,South,Tablet,300.0,4.0,2023-12-05,1200.0
Riya,North,Laptop,200.0,1.0,2023-11-28,200.0
Unknown,East,Monitor,200.0,4.0,2023-11-10,800.0
Amit,North,Monitor,400.0,2.0,2023-07-06,800.0
Riya,West,Tablet,300.0,3.0,2023-09-27,900.0
Priya,Unknown,Tablet,200.0,2.0,2023-08-21,400.0
Sneha,East,Phone,200.0,4.0,2023-10-02,800.0
Unknown,North,Unknown,400.0,2.0,2023-05-26,800.0
Priya,East,Monitor,200.0,2.0,2023-06-20,400.0
Sneha,West,Laptop,400.0,2.0,2023-10-28,800.0
Riya,North,Phone,100.0,2.0,2023-08-15,200.0
Amit,North,Tablet,400.0,2.0,2023-07-23,800.0
Amit,South,Laptop,200.0,4.0,2023-12-10,800.0
Amit,North,Unknown,300.0,1.0,2023-11-23,300.0
Sneha,Unknown,Tablet,300.0,4.0,2023-07-26,1200.0
Amit,North,Unknown,300.0,2.0,2023-02-16,600.0
Priya,East,Unknown,400.0,3.0,2023-02-24,1200.0
Priya,West,Monitor,300.0,2.0,2023-06-28,600.0
Amit,Unknown,Monitor,300.0,4.0,2023-02-13,1200.0
Karan,Unknown,Unknown,300.0,2.0,2023-03-07,600.0
Sneha,West,Monitor,300.0,3.0,2023-12-24,900.0
Karan,West,Tablet,200.0,2.0,2023-09-20,400.0
Riya,North,Unknown,100.0,4.0,2023-05-02,400.0
Unknown,Unknown,Unknown,100.0,1.0,2023-06-25,100.0
Amit,Unknown,Phone,200.0,2.0,2023-06-22,400.0
Karan,West,Phone,300.0,4.0,2023-09-23,1200.0
Sneha,East,Phone,100.0,2.0,2023-01-04,200.0
Riya,Unknown,Phone,400.0,2.0,2023-05-04,800.0
Sneha,Unknown,Laptop,100.0,2.0,2023-09-02,200.0
Karan,Unknown,Phone,300.0,2.0,2023-02-04,600.0
Unknown,West,Tablet,200.0,3.0,2023-01-02,600.0
Riya,Unknown,Laptop,300.0,4.0,2023-10-22,1200.0
Rahul,Unknown,Tablet,300.0,4.0,2023-07-26,1200.0
Riya,South,Phone,300.0,2.0,2023-12-17,600.0
Sneha,Unknown,Unknown,400.0,1.0,2023-05-22,400.0
Amit,Unknown,Laptop,300.0,4.0,2023-12-09,1200.0
Amit,Unknown,Unknown,400.0,2.0,2023-02-16,800.0
Amit,West,Tablet,200.0,4.0,2023-12-10,800.0
Riya,South,Tablet,300.0,3.0,2023-10-21,900.0
Riya,West,Laptop,300.0,2.0,2023-12-16,600.0
Unknown,Unknown,Tablet,200.0,1.0,2023-08-26,200.0
Rahul,West,Laptop,100.0,3.0,2023-08-23,300.0
Amit,East,Tablet,300.0,1.0,2023-12-13,300.0
Karan,North,Unknown,100.0,4.0,2023-03-24,400.0
Rahul,South,Monitor,200.0,4.0,2023-01-07,800.0
Unknown,Unknown,Phone,400.0,4.0,2023-03-16,1600.0
Riya,Unknown,Phone,300.0,2.0,2023-01-02,600.0
Riya,Unknown,Monitor,300.0,2.0,2023-06-26,600.0
Sneha,North,Monitor,300.0,2.0,2023-12-02,600.0
Rahul,South,Laptop,300.0,2.0,2023-10-03,600.0
Amit,Unknown,Tablet,300.0,2.0,2023-09-12,600.0
Amit,South,Unknown,100.0,2.0,2023-05-28,200.0
Karan,Unknown,Phone,300.0,2.0,2023-11-18,600.0
Sneha,Unknown,Monitor,200.0,4.0,2023-08-17,800.0
Sneha,East,Monitor,200.0,4.0,2023-09-23,800.0
Rahul,East,Monitor,200.0,1.0,2023-08-22,200.0
Unknown,West,Tablet,200.0,3.0,2023-01-14,600.0
Riya,North,Unknown,400.0,3.0,2023-11-23,1200.0
Riya,Unknown,Monitor,300.0,2.0,2023-09-24,600.0
Amit,Unknown,Unknown,200.0,3.0,2023-05-02,600.0
Amit,West,Phone,400.0,2.0,2023-10-27,800.0
Rahul,East,Laptop,300.0,1.0,2023-04-12,300.0
Priya,West,Laptop,400.0,4.0,2023-06-18,1600.0
Amit,East,Phone,300.0,4.0,2023-09-02,1200.0
Unknown,East,Laptop,300.0,2.0,2023-09-29,600.0
Sneha,South,Monitor,100.0,2.0,2023-01-15,200.0
Unknown,West,Tablet,200.0,1.0,2023-01-01,200.0
Riya,South,Laptop,400.0,2.0,2023-10-19,800.0
Rahul,West,Phone,300.0,4.0,2023-04-08,1200.0
Rahul,Unknown,Tablet,200.0,4.0,2023-09-20,800.0
Unknown,East,Phone,300.0,1.0,2023-03-30,300.0
Karan,Unknown,Monitor,300.0,2.0,2023-01-04,600.0
Amit,East,Phone,100.0,2.0,2023-11-21,200.0
Riya,Unknown,Monitor,400.0,2.0,2023-04-12,800.0
Amit,South,Laptop,400.0,2.0,2023-12-18,800.0
Sneha,Unknown,Tablet,300.0,2.0,2023-04-25,600.0
Priya,North,Unknown,300.0,1.0,2023-03-09,300.0
Sneha,West,Tablet,300.0,3.0,2023-10-18,900.0
Priya,Unknown,Unknown,200.0,2.0,2023-09-27,400.0
Karan,North,Laptop,300.0,3.0,2023-04-24,900.0
Unknown,Unknown,Phone,400.0,1.0,2023-12-29,400.0
Sneha,East,Monitor,300.0,2.0,2023-06-18,600.0
Unknown,South,Monitor,100.0,3.0,2023-10-22,300.0
Unknown,North,Monitor,400.0,4.0,2023-02-12,1600.0
Riya,South,Laptop,100.0,3.0,2023-11-20,300.0
Riya,East,Laptop,200.0,2.0,2023-10-11,400.0
Sneha,South,Unknown,300.0,2.0,2023-05-24,600.0
Amit,South,Tablet,300.0,1.0,2023-08-31,300.0
Sneha,Unknown,Tablet,200.0,2.0,2023-08-23,400.0
Amit,West,Phone,300.0,2.0,2023-04-14,600.0
Karan,North,Unknown,300.0,2.0,2023-06-28,600.0
Priya,Unknown,Laptop,200.0,3.0,2023-02-14,600.0
Unknown,South,Laptop,100.0,4.0,2023-12-07,400.0
Sneha,South,Monitor,200.0,1.0,2023-02-22,200.0
Riya,Unknown,Unknown,300.0,2.0,2023-07-23,600.0
Riya,Unknown,Unknown,400.0,4.0,2023-06-22,1600.0
Karan,North,Laptop,100.0,2.0,2023-03-23,200.0
Amit,East,Unknown,300.0,1.0,2023-05-14,300.0
Priya,West,Monitor,100.0,2.0,2023-03-25,200.0
Sneha,Unknown,Monitor,200.0,4.0,2023-07-19,800.0
Sneha,South,Laptop,200.0,2.0,2023-09-13,400.0
Rahul,East,Laptop,300.0,1.0,2023-11-21,300.0
Riya,West,Unknown,200.0,2.0,2023-04-06,400.0
Sneha,Unknown,Unknown,300.0,2.0,2023-12-16,600.0
Unknown,South,Tablet,300.0,2.0,2023-04-17,600.0
Karan,North,Unknown,200.0,4.0,2023-08-31,800.0
Riya,Unknown,Unknown,300.0,2.0,2023-04-02,600.0
Riya,South,Phone,100.0,3.0,2023-06-10,300.0
Sneha,East,Laptop,300.0,2.0,2023-07-30,600.0
Sneha,Unknown,Unknown,300.0,3.0,2023-12-31,900.0
Rahul,West,Phone,100.0,1.0,2023-05-18,100.0
Rahul,North,Unknown,400.0,2.0,2023-02-24,800.0
Rahul,Unknown,Laptop,400.0,2.0,2023-01-26,800.0
Sneha,Unknown,Tablet,300.0,2.0,2023-06-11,600.0
Unknown,Unknown,Monitor,300.0,3.0,2023-01-18,900.0
Priya,Unknown,Laptop,300.0,1.0,2023-01-17,300.0
Priya,North,Laptop,100.0,4.0,2023-02-19,400.0
Karan,Unknown,Phone,400.0,2.0,2023-03-04,800.0
Sneha,East,Phone,400.0,2.0,2023-11-24,800.0
Rahul,West,Phone,200.0,1.0,2023-12-17,200.0
Priya,South,Tablet,300.0,4.0,2023-03-28,1200.0
Sneha,East,Phone,300.0,2.0,2023-06-15,600.0
Riya,South,Laptop,300.0,2.0,2023-09-23,600.0
Riya,Unknown,Phone,300.0,2.0,2023-05-21,600.0
Riya,West,Unknown,300.0,3.0,2023-03-30,900.0
Rahul,East,Unknown,300.0,4.0,2023-07-04,1200.0
Karan,Unknown,Monitor,400.0,4.0,2023-03-20,1600.0
Priya,East,Unknown,300.0,2.0,2023-02-15,600.0
Priya,South,Monitor,300.0,2.0,2023-10-17,600.0
Amit,Unknown,Unknown,300.0,2.0,2023-07-10,600.0
Rahul,North,Tablet,200.0,2.0,2023-01-05,400.0
Riya,East,Monitor,400.0,1.0,2023-11-22,400.0
Amit,East,Unknown,300.0,1.0,2023-05-06,300.0
Karan,Unknown,Monitor,400.0,3.0,2023-03-18,1200.0
Amit,East,Monitor,200.0,2.0,2023-06-19,400.0
Sneha,Unknown,Unknown,300.0,2.0,2023-09-14,600.0
Priya,North,Laptop,100.0,2.0,2023-07-17,200.0
Riya,East,Phone,100.0,2.0,2023-05-31,200.0
Unknown,South,Monitor,100.0,3.0,2023-08-22,300.0
Riya,East,Monitor,300.0,2.0,2023-12-20,600.0
Unknown,Unknown,Monitor,300.0,2.0,2023-06-27,600.0
Amit,Unknown,Phone,300.0,4.0,2023-04-26,1200.0
Unknown,South,Monitor,400.0,2.0,2023-11-18,800.0
Amit,South,Monitor,300.0,2.0,2023-07-18,600.0
Riya,Unknown,Unknown,400.0,2.0,2023-05-03,800.0
Rahul,Unknown,Laptop,100.0,1.0,2023-01-17,100.0
Rahul,Unknown,Tablet,300.0,3.0,2023-07-19,900.0
Amit,East,Tablet,200.0,4.0,2023-10-22,800.0
Sneha,Unknown,Phone,300.0,2.0,2023-04-18,600.0
Amit,South,Tablet,200.0,1.0,2023-03-26,200.0
Sneha,East,Laptop,300.0,3.0,2023-07-30,900.0
Amit,Unknown,Tablet,100.0,4.0,2023-04-26,400.0
Karan,North,Laptop,300.0,4.0,2023-06-12,1200.0
Karan,South,Laptop,400.0,2.0,2023-04-24,800.0
Amit,Unknown,Unknown,300.0,2.0,2023-07-22,600.0
Rahul,North,Tablet,300.0,2.0,2023-09-13,600.0
Sneha,East,Monitor,300.0,2.0,2023-12-26,600.0
Karan,South,Phone,300.0,2.0,2023-10-24,600.0
Sneha,East,Monitor,200.0,1.0,2023-02-10,200.0
Priya,West,Tablet,100.0,2.0,2023-04-05,200.0
Unknown,South,Tablet,300.0,2.0,2023-06-14,600.0
Riya,East,Monitor,300.0,2.0,2023-04-09,600.0
Rahul,North,Unknown,200.0,2.0,2023-03-01,400.0
Rahul,East,Tablet,400.0,1.0,2023-03-31,400.0
Priya,Unknown,Unknown,400.0,4.0,2023-07-04,1600.0
Rahul,Unknown,Phone,300.0,3.0,2023-05-08,900.0
Riya,North,Tablet,200.0,4.0,2023-10-15,800.0
Karan,East,Monitor,300.0,2.0,2023-11-01,600.0
Riya,South,Unknown,400.0,2.0,2023-05-07,800.0
Priya,North,Phone,400.0,1.0,2023-11-17,400.0
Riya,East,Laptop,100.0,2.0,2023-02-07,200.0
Riya,West,Phone,100.0,2.0,2023-06-17,200.0
Karan,Unknown,Unknown,300.0,4.0,2023-01-13,1200.0
Karan,North,Tablet,300.0,1.0,2023-12-07,300.0
Riya,East,Tablet,400.0,3.0,2023-11-29,1200.0
Riya,West,Laptop,400.0,2.0,2023-05-01,800.0
Priya,Unknown,Unknown,200.0,2.0,2023-11-10,400.0
Sneha,West,Tablet,100.0,4.0,2023-05-30,400.0
Riya,Unknown,Tablet,100.0,2.0,2023-12-31,200.0
Sneha,North,Unknown,400.0,2.0,2023-01-13,800.0
Unknown,East,Phone,300.0,3.0,2023-05-26,900.0
Unknown,West,Monitor,400.0,2.0,2023-04-22,800.0
Rahul,West,Phone,300.0,3.0,2023-06-07,900.0
Unknown,West,Unknown,100.0,3.0,2023-10-21,300.0
Priya,South,Phone,100.0,2.0,2023-01-01,200.0
Karan,West,Tablet,200.0,4.0,2023-10-07,800.0
Sneha,East,Unknown,300.0,2.0,2023-05-17,600.0
Sneha,East,Tablet,200.0,4.0,2023-02-23,800.0
Rahul,East,Tablet,100.0,4.0,2023-07-30,400.0
Rahul,Unknown,Tablet,300.0,4.0,2023-12-03,1200.0
Riya,West,Phone,300.0,4.0,2023-09-27,1200.0
Unknown,North,Monitor,400.0,1.0,2023-06-15,400.0
Riya,Unknown,Laptop,400.0,2.0,2023-02-10,800.0
Rahul,Unknown,Monitor,300.0,3.0,2023-06-04,900.0
Rahul,South,Laptop,300.0,4.0,2023-12-17,1200.0
Priya,East,Unknown,300.0,4.0,2023-10-29,1200.0
Amit,South,Monitor,400.0,3.0,2023-12-03,1200.0
Sneha,Unknown,Laptop,200.0,3.0,2023-11-11,600.0
Rahul,South,Tablet,400.0,1.0,2023-06-01,400.0
Karan,Unknown,Unknown,400.0,2.0,2023-09-12,800.0
Sneha,Unknown,Monitor,300.0,2.0,2023-08-31,600.0
Rahul,South,Phone,400.0,2.0,2023-08-23,800.0
Rahul,East,Unknown,200.0,1.0,2023-09-03,200.0
Priya,Unknown,Tablet,200.0,2.0,2023-01-19,400.0
Amit,West,Tablet,300.0,1.0,2023-12-11,300.0
Unknown,East,Tablet,200.0,2.0,2023-08-28,400.0
Amit,Unknown,Laptop,300.0,2.0,2023-11-17,600.0
Priya,East,Monitor,100.0,2.0,2023-06-25,200.0
Karan,East,Unknown,400.0,4.0,2023-12-20,1600.0
Unknown,West,Monitor,400.0,2.0,2023-01-25,800.0
Amit,East,Monitor,300.0,4.0,2023-07-30,1200.0
Karan,Unknown,Laptop,300.0,4.0,2023-10-24,1200.0
Sneha,Unknown,Laptop,100.0,2.0,2023-05-18,200.0
Sneha,South,Tablet,300.0,4.0,2023-11-25,1200.0
Amit,West,Monitor,400.0,3.0,2023-07-19,1200.0
Amit,North,Laptop,200.0,3.0,2023-10-25,600.0
Sneha,Unknown,Tablet,100.0,2.0,2023-10-03,200.0
Riya,Unknown,Unknown,100.0,2.0,2023-08-03,200.0
Sneha,Unknown,Laptop,300.0,4.0,2023-11-20,1200.0
Unknown,West,Laptop,200.0,3.0,2023-05-08,600.0
Amit,South,Unknown,300.0,4.0,2023-04-30,1200.0
Sneha,West,Unknown,300.0,2.0,2023-11-19,600.0
Amit,Unknown,Laptop,400.0,1.0,2023-08-04,400.0
Riya,Unknown,Unknown,300.0,4.0,2023-08-24,1200.0
Priya,Unknown,Unknown,300.0,2.0,2023-01-25,600.0
Rahul,North,Tablet,300.0,1.0,2023-03-26,300.0
Amit,East,Laptop,300.0,2.0,2023-06-13,600.0
Karan,South,Unknown,300.0,4.0,2023-02-02,1200.0
Amit,Unknown,Tablet,400.0,4.0,2023-10-18,1600.0
Sneha,Unknown,Laptop,100.0,1.0,2023-02-12,100.0
Karan,Unknown,Laptop,200.0,2.0,2023-12-15,400.0
Karan,South,Laptop,300.0,2.0,2023-02-07,600.0
Rahul,Unknown,Unknown,300.0,2.0,2023-08-17,600.0
Amit,Unknown,Unknown,400.0,2.0,2023-12-05,800.0
Priya,North,Monitor,400.0,2.0,2023-02-25,800.0
Unknown,North,Tablet,300.0,1.0,2023-12-29,300.0
Unknown,East,Monitor,300.0,3.0,2023-02-05,900.0
Karan,Unknown,Tablet,300.0,2.0,2023-12-22,600.0
Karan,Unknown,Phone,300.0,2.0,2023-03-07,600.0
Priya,Unknown,Monitor,300.0,2.0,2023-12-16,600.0
Karan,West,Laptop,300.0,4.0,2023-05-29,1200.0
Unknown,South,Phone,300.0,2.0,2023-08-18,600.0
Sneha,North,Phone,300.0,2.0,2023-12-22,600.0
Priya,North,Phone,400.0,2.0,2023-10-30,800.0
Sneha,North,Tablet,300.0,1.0,2023-12-21,300.0
Amit,North,Unknown,200.0,2.0,2023-04-02,400.0
Riya,East,Unknown,100.0,3.0,2023-03-04,300.0
Riya,Unknown,Phone,100.0,4.0,2023-03-04,400.0
Riya,Unknown,Unknown,200.0,1.0,2023-09-09,200.0
Amit,North,Laptop,300.0,1.0,2023-03-20,300.0
Amit,Unknown,Unknown,300.0,2.0,2023-12-29,600.0
Riya,East,Tablet,100.0,1.0,2023-06-08,100.0
Sneha,West,Phone,200.0,2.0,2023-12-14,400.0
Karan,Unknown,Monitor,300.0,2.0,2023-02-21,600.0
Karan,Unknown,Laptop,300.0,2.0,2023-01-05,600.0
Riya,West,Monitor,200.0,4.0,2023-07-16,800.0
Priya,Unknown,Phone,100.0,3.0,2023-08-22,300.0
Priya,Unknown,Phone,300.0,2.0,2023-10-25,600.0
Karan,Unknown,Monitor,300.0,4.0,2023-09-17,1200.0
Unknown,Unknown,Phone,300.0,4.0,2023-06-17,1200.0
Rahul,East,Phone,100.0,3.0,2023-04-11,300.0
Sneha,South,Phone,300.0,1.0,2023-05-22,300.0
Sneha,West,Unknown,300.0,2.0,2023-10-28,600.0
Rahul,Unknown,Tablet,400.0,1.0,2023-11-27,400.0
Priya,North,Monitor,300.0,2.0,2023-08-10,600.0
Riya,Unknown,Laptop,300.0,1.0,2023-12-01,300.0
Priya,North,Monitor,200.0,3.0,2023-05-09,600.0
Sneha,East,Monitor,400.0,2.0,2023-09-14,800.0
Unknown,Unknown,Tablet,300.0,2.0,2023-04-07,600.0
Riya,West,Unknown,100.0,2.0,2023-09-25,200.0
Priya,Unknown,Laptop,400.0,2.0,2023-01-30,800.0
Sneha,West,Laptop,300.0,3.0,2023-03-11,900.0
Karan,North,Tablet,300.0,2.0,2023-07-05,600.0
